,organisms,Oxygen.tolerance
644,Bordetella pertussis,obligate aerobe
645,Bordetella pertussis,obligate aerobe
646,Bordetella pertussis,obligate aerobe
647,Bordetella pertussis,obligate aerobe
648,Bordetella pertussis,obligate aerobe
649,Bordetella pertussis,obligate aerobe
650,Bordetella pertussis,obligate aerobe
651,Bordetella pertussis,obligate aerobe
652,Bordetella pertussis,obligate aerobe
653,Bordetella pertussis,obligate aerobe
654,Bordetella pertussis,obligate aerobe
655,Bordetella pertussis,obligate aerobe
656,Bordetella pertussis,obligate aerobe
657,Bordetella pertussis,obligate aerobe
658,Bordetella pertussis,obligate aerobe
659,Bordetella pertussis,obligate aerobe
660,Bordetella pertussis,obligate aerobe
661,Bordetella pertussis,obligate aerobe
662,Bordetella pertussis,obligate aerobe
663,Bordetella pertussis,obligate aerobe
664,Bordetella pertussis,obligate aerobe
665,Bordetella pertussis,obligate aerobe
666,Bordetella pertussis,obligate aerobe
667,Bordetella pertussis,obligate aerobe
668,Bordetella pertussis,obligate aerobe
669,Bordetella pertussis,obligate aerobe
670,Bordetella pertussis,obligate aerobe
671,Bordetella pertussis,obligate aerobe
672,Bordetella pertussis,obligate aerobe
673,Bordetella pertussis,obligate aerobe
674,Bordetella pertussis,obligate aerobe
675,Bordetella pertussis,obligate aerobe
676,Bordetella pertussis,obligate aerobe
677,Bordetella pertussis,obligate aerobe
678,Bordetella pertussis,obligate aerobe
679,Bordetella pertussis,obligate aerobe
680,Bordetella pertussis,obligate aerobe
681,Bordetella pertussis,obligate aerobe
682,Bordetella pertussis,obligate aerobe
683,Bordetella pertussis,obligate aerobe
684,Bordetella pertussis,obligate aerobe
685,Bordetella pertussis,obligate aerobe
686,Bordetella pertussis,obligate aerobe
687,Bordetella pertussis,obligate aerobe
688,Bordetella pertussis,obligate aerobe
689,Bordetella pertussis,obligate aerobe
690,Bordetella pertussis,obligate aerobe
691,Bordetella pertussis,obligate aerobe
692,Bordetella pertussis,obligate aerobe
693,Bordetella pertussis,obligate aerobe
694,Bordetella pertussis,obligate aerobe
695,Bordetella pertussis,obligate aerobe
696,Bordetella pertussis,obligate aerobe
697,Bordetella pertussis,obligate aerobe
698,Bordetella pertussis,obligate aerobe
699,Bordetella pertussis,obligate aerobe
700,Bordetella pertussis,obligate aerobe
701,Bordetella pertussis,obligate aerobe
702,Bordetella pertussis,obligate aerobe
703,Bordetella pertussis,obligate aerobe
704,Bordetella pertussis,obligate aerobe
705,Bordetella pertussis,obligate aerobe
706,Bordetella pertussis,obligate aerobe
707,Bordetella pertussis,obligate aerobe
708,Bordetella pertussis,obligate aerobe
709,Bordetella pertussis,obligate aerobe
710,Bordetella pertussis,obligate aerobe
711,Bordetella pertussis,obligate aerobe
712,Bordetella petrii,obligate aerobe
713,Bordetella trematum,obligate aerobe
714,Bordetella trematum,obligate aerobe
715,Bordetella trematum,obligate aerobe
716,Bosea minatitlanensis,obligate aerobe
717,Brachybacterium alimentarium,obligate aerobe
718,Brachybacterium fresconis,obligate aerobe
719,Brachybacterium muris,obligate aerobe
720,Brachybacterium rhamnosum,obligate aerobe
721,Brackiella oedipodis,obligate aerobe
722,Bradyrhizobium cytisi,obligate aerobe
723,Bradyrhizobium lupini,obligate aerobe
724,Bradyrhizobium pachyrhizi,obligate aerobe
725,Brevibacillus agri,obligate aerobe
726,Brevibacillus agri,obligate aerobe
727,Brevibacillus borstelensis,obligate aerobe
728,Brevibacillus brevis,obligate aerobe
729,Brevibacillus brevis,obligate aerobe
730,Brevibacillus centrosporus,obligate aerobe
731,Brevibacillus choshinensis,obligate aerobe
732,Brevibacillus invocatus,obligate aerobe
733,Brevibacillus levickii,obligate aerobe
734,Brevibacillus parabrevis,obligate aerobe
735,Brevibacterium aurantiacum,obligate aerobe
736,Brevibacterium avium,obligate aerobe
737,Brevibacterium casei,obligate aerobe
738,Brevibacterium celere,obligate aerobe
739,Brevibacterium epidermidis,obligate aerobe
740,Brevibacterium hankyongi,obligate aerobe
741,Brevibacterium iodinum,obligate aerobe
742,Brevibacterium linens,obligate aerobe
743,Brevibacterium linens,obligate aerobe
744,Brevibacterium luteolum,obligate aerobe
745,Brevibacterium mcbrellneri,obligate aerobe
746,Brevibacterium mcbrellneri,obligate aerobe
747,Brevibacterium oceani,obligate aerobe
748,Brevibacterium otitidis,obligate aerobe
749,Brevibacterium otitidis,obligate aerobe
750,Brevibacterium paucivorans,obligate aerobe
751,Brevibacterium permense,obligate aerobe
752,Brevibacterium picturae,obligate aerobe
753,Brevibacterium sanguinis,obligate aerobe
754,Brevitalea aridisoli,obligate aerobe
755,Brevitalea deliciosa,obligate aerobe
756,Brevundimonas bacteroides,obligate aerobe
757,Brevundimonas diminuta,obligate aerobe
758,Brevundimonas diminuta,obligate aerobe
759,Brevundimonas intermedia,obligate aerobe
760,Brevundimonas kwangchunensis,obligate aerobe
761,Brevundimonas mediterranea,obligate aerobe
762,Brevundimonas nasdae,obligate aerobe
763,Brevundimonas terrae,obligate aerobe
764,Brevundimonas vesicularis,obligate aerobe
765,Brucella gallinifaecis,obligate aerobe
766,Brucella grignonensis,obligate aerobe
767,Brucella haematophila,obligate aerobe
768,Brumimicrobium glaciale,obligate aerobe
769,Burkholderia ambifaria,obligate aerobe
770,Burkholderia cenocepacia,obligate aerobe
771,Burkholderia cepacia,obligate aerobe
772,Burkholderia cepacia,obligate aerobe
773,Burkholderia cepacia,obligate aerobe
774,Burkholderia cepacia,obligate aerobe
775,Burkholderia cepacia,obligate aerobe
776,Burkholderia cepacia,obligate aerobe
777,Burkholderia cepacia,obligate aerobe
778,Burkholderia cepacia,obligate aerobe
779,Burkholderia cepacia,obligate aerobe
780,Burkholderia cepacia,obligate aerobe
781,Burkholderia cepacia,obligate aerobe
782,Burkholderia cepacia,obligate aerobe
783,Burkholderia dolosa,obligate aerobe
784,Burkholderia dolosa,obligate aerobe
785,Burkholderia gladioli,obligate aerobe
786,Burkholderia gladioli,obligate aerobe
787,Burkholderia gladioli,obligate aerobe
788,Burkholderia glumae,obligate aerobe
789,Burkholderia glumae,obligate aerobe
790,Burkholderia multivorans,obligate aerobe
791,Burkholderia oklahomensis,obligate aerobe
792,Burkholderia plantarii,obligate aerobe
793,Burkholderia plantarii,obligate aerobe
794,Burkholderia pyrrocinia,obligate aerobe
795,Burkholderia stabilis,obligate aerobe
796,Burkholderia stabilis,obligate aerobe
797,Burkholderia thailandensis,obligate aerobe
798,Burkholderia thailandensis,obligate aerobe
799,Burkholderia tropicalis,obligate aerobe
800,Burkholderia tropicalis,obligate aerobe
801,Burkholderia tropicalis,obligate aerobe
802,Burkholderia ubonensis,obligate aerobe
803,Burkholderia vietnamiensis,obligate aerobe
804,Caballeronia glathei,obligate aerobe
805,Caenibius tardaugens,obligate aerobe
806,Caenimonas sedimenti,obligate aerobe
807,Caldalkalibacillus mannanilyticus,obligate aerobe
808,Camelimonas abortus,obligate aerobe
809,Campylobacter fetus,obligate aerobe
810,Campylobacter fetus,obligate aerobe
811,Campylobacter fetus,obligate aerobe
812,Campylobacter fetus,obligate aerobe
813,Campylobacter fetus,obligate aerobe
814,Campylobacter fetus,obligate aerobe
815,Campylobacter fetus,obligate aerobe
816,Campylobacter fetus,obligate aerobe
817,Campylobacter fetus,obligate aerobe
818,Campylobacter fetus,obligate aerobe
819,Campylobacter fetus subsp. venerealis,obligate aerobe
820,Campylobacter fetus subsp. venerealis,obligate aerobe
821,Campylobacter jejuni,obligate aerobe
822,Campylobacter jejuni,obligate aerobe
823,Campylobacter lari,obligate aerobe
824,Campylobacter sputorum,obligate aerobe
825,Campylobacter sputorum,obligate aerobe
826,Cardiobacterium hominis,obligate aerobe
827,Carnimonas nigrificans,obligate aerobe
828,Castellaniella defragrans,obligate aerobe
829,Castellaniella defragrans,obligate aerobe
830,Castellaniella defragrans,obligate aerobe
831,Castellaniella defragrans,obligate aerobe
832,Castellaniella denitrificans,obligate aerobe
833,Castellaniella hirudinis,obligate aerobe
834,Catenovulum sediminis,obligate aerobe
835,Caulobacter vibrioides,obligate aerobe
836,Cellulomonas aerilata,obligate aerobe
837,Cellulomonas bogoriensis,obligate aerobe
838,Cellulomonas cellasea,obligate aerobe
839,Cellulomonas flavigena,obligate aerobe
840,Cellulomonas terrae,obligate aerobe
841,Cellulophaga fucicola,obligate aerobe
842,Cellulophaga pacifica,obligate aerobe
843,Cellvibrio fontiphilus,obligate aerobe
844,Cephaloticoccus capnophilus,obligate aerobe
845,Cephaloticoccus primus,obligate aerobe
846,Cesiribacter andamanensis,obligate aerobe
847,Chitinibacter tainanensis,obligate aerobe
848,Chitinophaga arvensicola,obligate aerobe
849,Chitinophaga caeni,obligate aerobe
850,Chitinophaga deserti,obligate aerobe
851,Chitinophaga filiformis,obligate aerobe
852,Chitinophaga japonensis,obligate aerobe
853,Chitinophaga pinensis,obligate aerobe
854,Chitinophaga sancti,obligate aerobe
855,Chitinophaga sancti,obligate aerobe
856,Chitinophaga sancti,obligate aerobe
857,Chitinophaga skermanii,obligate aerobe
858,Chitinophaga terrae,obligate aerobe
859,Chromohalobacter beijerinckii,obligate aerobe
860,Chromohalobacter canadensis,obligate aerobe
861,Chromohalobacter israelensis,obligate aerobe
862,Chromohalobacter salexigens,obligate aerobe
863,Chryseobacterium antarcticum,obligate aerobe
864,Chryseobacterium anthropi,obligate aerobe
865,Chryseobacterium arthrosphaerae,obligate aerobe
866,Chryseobacterium balustinum,obligate aerobe
867,Chryseobacterium bovis,obligate aerobe
868,Chryseobacterium caeni,obligate aerobe
869,Chryseobacterium culicis,obligate aerobe
870,Chryseobacterium daecheongense,obligate aerobe
871,Chryseobacterium daeguense,obligate aerobe
872,Chryseobacterium defluvii,obligate aerobe
873,Chryseobacterium flavum,obligate aerobe
874,Chryseobacterium formosense,obligate aerobe
875,Chryseobacterium gambrini,obligate aerobe
876,Chryseobacterium gambrini,obligate aerobe
877,Chryseobacterium gambrini,obligate aerobe
878,Chryseobacterium gleum,obligate aerobe
879,Chryseobacterium gleum,obligate aerobe
880,Chryseobacterium gleum,obligate aerobe
881,Chryseobacterium gleum,obligate aerobe
882,Chryseobacterium gleum,obligate aerobe
883,Chryseobacterium gleum,obligate aerobe
884,Chryseobacterium gleum,obligate aerobe
885,Chryseobacterium aquaticum subsp. greenlandense,obligate aerobe
886,Chryseobacterium gregarium,obligate aerobe
887,Chryseobacterium haifense,obligate aerobe
888,Chryseobacterium hispalense,obligate aerobe
889,Chryseobacterium hispanicum,obligate aerobe
890,Chryseobacterium hominis,obligate aerobe
891,Chryseobacterium hominis,obligate aerobe
892,Chryseobacterium hominis,obligate aerobe
893,Chryseobacterium hominis,obligate aerobe
894,Chryseobacterium humi,obligate aerobe
895,Chryseobacterium hungaricum,obligate aerobe
896,Chryseobacterium indologenes,obligate aerobe
897,Chryseobacterium indologenes,obligate aerobe
898,Chryseobacterium indologenes,obligate aerobe
899,Chryseobacterium indologenes,obligate aerobe
900,Chryseobacterium indologenes,obligate aerobe
901,Chryseobacterium indologenes,obligate aerobe
902,Chryseobacterium indologenes,obligate aerobe
903,Chryseobacterium indologenes,obligate aerobe
904,Chryseobacterium indologenes,obligate aerobe
905,Chryseobacterium indologenes,obligate aerobe
906,Chryseobacterium indologenes,obligate aerobe
907,Chryseobacterium indologenes,obligate aerobe
908,Chryseobacterium indologenes,obligate aerobe
909,Chryseobacterium indologenes,obligate aerobe
910,Chryseobacterium indologenes,obligate aerobe
911,Chryseobacterium indologenes,obligate aerobe
912,Chryseobacterium indologenes,obligate aerobe
913,Chryseobacterium indologenes,obligate aerobe
914,Chryseobacterium indologenes,obligate aerobe
915,Chryseobacterium indologenes,obligate aerobe
916,Chryseobacterium indologenes,obligate aerobe
917,Chryseobacterium indologenes,obligate aerobe
918,Chryseobacterium indologenes,obligate aerobe
919,Chryseobacterium indologenes,obligate aerobe
920,Chryseobacterium indologenes,obligate aerobe
921,Chryseobacterium indoltheticum,obligate aerobe
922,Chryseobacterium indoltheticum,obligate aerobe
923,Chryseobacterium jeonii,obligate aerobe
924,Chryseobacterium joostei,obligate aerobe
925,Chryseobacterium joostei,obligate aerobe
926,Chryseobacterium joostei,obligate aerobe
927,Chryseobacterium koreense,obligate aerobe
928,Chryseobacterium luteum,obligate aerobe
929,Chryseobacterium manosquense,obligate aerobe
930,Chryseobacterium massiliense,obligate aerobe
931,Chryseobacterium massiliensis,obligate aerobe
932,Chryseobacterium montanum,obligate aerobe
933,Chryseobacterium oranimense,obligate aerobe
934,Chryseobacterium palustre,obligate aerobe
935,Chryseobacterium pennipullorum,obligate aerobe
936,Chryseobacterium piscicola,obligate aerobe
937,Chryseobacterium shandongense,obligate aerobe
938,Chryseobacterium soldanellicola,obligate aerobe
939,Chryseobacterium solincola,obligate aerobe
940,Chryseobacterium taeanense,obligate aerobe
941,Chryseobacterium taichungense,obligate aerobe
942,Chryseobacterium taiwanense,obligate aerobe
943,Chryseobacterium timonense,obligate aerobe
944,Chryseobacterium ureilyticum,obligate aerobe
945,Chryseobacterium vrystaatense,obligate aerobe
946,Chryseobacterium wanjuense,obligate aerobe
947,Citreimonas salinaria,obligate aerobe
948,Citricoccus muralis,obligate aerobe
949,Clostridium thermarum,obligate aerobe
950,Cnuibacter physcomitrellae,obligate aerobe
951,Cobetia marina,obligate aerobe
952,Cobetia marina,obligate aerobe
953,Coenonia anatina,obligate aerobe
954,Cohnella hongkongensis,obligate aerobe
955,Collimonas antrihumi,obligate aerobe
956,Collimonas fungivorans,obligate aerobe
957,Colwellia hornerae,obligate aerobe
958,Colwellia maris,obligate aerobe
959,Comamonas aquatica,obligate aerobe
960,Comamonas aquatica,obligate aerobe
961,Comamonas badia,obligate aerobe
962,Comamonas denitrificans,obligate aerobe
963,Comamonas kerstersii,obligate aerobe
964,Comamonas koreensis,obligate aerobe
965,Comamonas nitrativorans,obligate aerobe
966,Comamonas piscis,obligate aerobe
967,Comamonas testosteroni,obligate aerobe
968,Comamonas zonglianii,obligate aerobe
969,Compostibacter hankyongensis,obligate aerobe
970,Conexibacter woesei,obligate aerobe
971,Coraliomargarita sinensis,obligate aerobe
972,Corynebacterium acetoacidophilum,obligate aerobe
973,Corynebacterium afermentans subsp. lipophilum,obligate aerobe
974,Corynebacterium ammoniagenes,obligate aerobe
975,Corynebacterium amycolatum,obligate aerobe
976,Corynebacterium amycolatum,obligate aerobe
977,Corynebacterium amycolatum,obligate aerobe
978,Corynebacterium amycolatum,obligate aerobe
979,Corynebacterium amycolatum,obligate aerobe
980,Corynebacterium amycolatum,obligate aerobe
981,Corynebacterium amycolatum,obligate aerobe
982,Corynebacterium amycolatum,obligate aerobe
983,Corynebacterium amycolatum,obligate aerobe
984,Corynebacterium amycolatum,obligate aerobe
985,Corynebacterium amycolatum,obligate aerobe
986,Corynebacterium amycolatum,obligate aerobe
987,Corynebacterium amycolatum,obligate aerobe
988,Corynebacterium amycolatum,obligate aerobe
989,Corynebacterium amycolatum,obligate aerobe
990,Corynebacterium amycolatum,obligate aerobe
991,Corynebacterium amycolatum,obligate aerobe
992,Corynebacterium amycolatum,obligate aerobe
993,Corynebacterium amycolatum,obligate aerobe
994,Corynebacterium aurimucosum,obligate aerobe
995,Corynebacterium aurimucosum,obligate aerobe
996,Corynebacterium auris,obligate aerobe
997,Corynebacterium auriscanis,obligate aerobe
998,Corynebacterium bovis,obligate aerobe
999,Corynebacterium callunae,obligate aerobe
1000,Corynebacterium camporealense,obligate aerobe
1001,Corynebacterium capitovis,obligate aerobe
1002,Corynebacterium casei,obligate aerobe
1003,Corynebacterium ciconiae,obligate aerobe
1004,Corynebacterium coyleae,obligate aerobe
1005,Corynebacterium diphtheriae,obligate aerobe
1006,Corynebacterium diphtheriae,obligate aerobe
1007,Corynebacterium diphtheriae,obligate aerobe
1008,Corynebacterium diphtheriae,obligate aerobe
1009,Corynebacterium diphtheriae,obligate aerobe
1010,Corynebacterium diphtheriae,obligate aerobe
1011,Corynebacterium diphtheriae,obligate aerobe
1012,Corynebacterium diphtheriae,obligate aerobe
1013,Corynebacterium diphtheriae,obligate aerobe
1014,Corynebacterium diphtheriae,obligate aerobe
1015,Corynebacterium diphtheriae,obligate aerobe
1016,Corynebacterium diphtheriae,obligate aerobe
1017,Corynebacterium diphtheriae,obligate aerobe
1018,Corynebacterium diphtheriae,obligate aerobe
1019,Corynebacterium diphtheriae,obligate aerobe
1020,Corynebacterium diphtheriae,obligate aerobe
