"organisms","All_environments","C","M","Environment_H2S"
"Pontibacter roseus","mesophile-slight_halophile-alkaliphile-Bacteria-obligate aerobe",0.008957316,0.025984798,"Non-H2S-rich"
"Ekhidna lutea","mesophile--alkaliphile-Bacteria-aerobe",0.007956212,0.025957389,"Non-H2S-rich"
"Rudanella lutea","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008789146,0.023591297,"Non-H2S-rich"
"Fibrella aestuarina","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008831799,0.022763194,"Non-H2S-rich"
"Fibrisoma limi","mesophile---Bacteria-aerobe",0.008668211,0.022650755,"Non-H2S-rich"
"Pseudarcicella hirudinis","mesophile--alkaliphile-Bacteria-obligate aerobe",0.009757228,0.023746959,"Non-H2S-rich"
"Denitrovibrio acetiphilus","mesophile---Bacteria-anaerobe",0.014156268,0.031209282,"Non-H2S-rich"
"Flexistipes sinusarabici","mesophile---Bacteria-anaerobe",0.013026485,0.025567398,"Non-H2S-rich"
"Geovibrio thiophilus","mesophile---Bacteria-anaerobe",0.014104579,0.029082622,"Non-H2S-rich"
"Deferribacter autotrophicus","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.012077744,0.022803656,"Non-H2S-rich"
"Calditerrivibrio nitroreducens","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.011005667,0.0243901,"Non-H2S-rich"
"Deinococcus indicus","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.006955211,0.018885018,"Non-H2S-rich"
"Brachybacterium alimentarium","mesophile---Bacteria-obligate aerobe",0.006573321,0.019765293,"Non-H2S-rich"
"Helcobacillus massiliensis","mesophile---Bacteria-obligate aerobe",0.007802889,0.020466438,"Non-H2S-rich"
"Demetria terragena","mesophile---Bacteria-obligate aerobe",0.008353878,0.020439691,"Non-H2S-rich"
"Kytococcus aerolatus","mesophile---Bacteria-aerobe",0.008193258,0.020529213,"Non-H2S-rich"
"Yimella lutea","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009607364,0.021116363,"Non-H2S-rich"
"Barrientosiimonas humi","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.00765223,0.018385036,"Non-H2S-rich"
"Kineosphaera limosa","mesophile---Bacteria-aerobe",0.008569369,0.019249881,"Non-H2S-rich"
"Austwickia chelonae","mesophile---Bacteria-aerobe",0.010390837,0.022360091,"Non-H2S-rich"
"Hippea jasoniae","thermophile-slight_halophile-acidophile-Bacteria-anaerobe",0.011293177,0.02271283,"Non-H2S-rich"
"Ignicoccus islandicus","hyperthermophile-nonhalophile-neutrophile-Archaea-anaerobe",0.012660335,0.02362396,"Non-H2S-rich"
"Ignisphaera aggregans","hyperthermophile-nonhalophile-neutrophile-Archaea-obligate anaerobe",0.011239923,0.025444838,"Non-H2S-rich"
"Aeropyrum pernix","hyperthermophile--neutrophile-Archaea-aerobe",0.008628509,0.022952657,"Non-H2S-rich"
"Staphylothermus hellenicus","hyperthermophile-slight_halophile-neutrophile-Archaea-obligate anaerobe",0.008643624,0.02353253,"Non-H2S-rich"
"Thermosphaera aggregans","hyperthermophile--neutrophile-Archaea-anaerobe",0.010004622,0.02249178,"Non-H2S-rich"
"Pelobacter propionicus","mesophile---Bacteria-anaerobe",0.015362714,0.02773109,"Non-H2S-rich"
"Dictyoglomus thermophilum","thermophile--neutrophile-Bacteria-anaerobe",0.00870683,0.020090391,"Non-H2S-rich"
"Dietzia kunjamensis","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.008385596,0.02093198,"Non-H2S-rich"
"Halorhodospira halochloris","mesophile---Bacteria-anaerobe",0.011050528,0.022717019,"Non-H2S-rich"
"Brenneria nigrifluens","mesophile---Bacteria-aerobe",0.012244668,0.024908025,"Non-H2S-rich"
"Kosakonia radicincitans","mesophile---Bacteria-aerobe",0.012862506,0.027643249,"Non-H2S-rich"
"Enterobacter cloacae subsp. dissolvens","mesophile---Bacteria-aerobe",0.012456458,0.028080274,"Non-H2S-rich"
"Siccibacter turicensis","mesophile---Bacteria-aerobe",0.012173645,0.027860025,"Non-H2S-rich"
"Erwinia tracheiphila","mesophile---Bacteria-obligate aerobe",0.015867542,0.028056411,"Non-H2S-rich"
"Rhodovarius lipocyclicus","mesophile---Bacteria-obligate aerobe",0.009240646,0.026798746,"Non-H2S-rich"
"Sediminitomix flava","mesophile-slight_halophile--Bacteria-aerobe",0.008865245,0.024428702,"Non-H2S-rich"
"Jannaschia donghaensis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.00976936,0.028703447,"Non-H2S-rich"
"Morganella psychrotolerans","mesophile---Bacteria-aerobe",0.015322409,0.026938194,"Non-H2S-rich"
"Providencia burhodogranariea","mesophile---Bacteria-aerobe",0.012380315,0.026692563,"Non-H2S-rich"
"Serratia ureilytica","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.012461895,0.026437274,"Non-H2S-rich"
"Tatumella citrea","mesophile---Bacteria-aerobe",0.012304044,0.026338106,"Non-H2S-rich"
"Xenorhabdus nematophila","mesophile---Bacteria-aerobe",0.013383364,0.026854939,"Non-H2S-rich"
"Yersinia entomophaga","mesophile---Bacteria-aerobe",0.012203496,0.02732626,"Non-H2S-rich"
"Thorsellia anophelis","mesophile--neutrophile-Bacteria-aerobe",0.011034042,0.024642787,"Non-H2S-rich"
"Cronobacter malonaticus","mesophile--neutrophile-Bacteria-aerobe",0.012503204,0.027475627,"Non-H2S-rich"
"Lonsdalea quercina","mesophile---Bacteria-aerobe",0.012483694,0.026386297,"Non-H2S-rich"
"Tetragenococcus solitarius","mesophile---Bacteria-anaerobe",0.006907036,0.026789243,"Non-H2S-rich"
"Vagococcus lutrae","mesophile---Bacteria-aerobe",0.006853317,0.029286924,"Non-H2S-rich"
"Enterococcus phoeniculicola","mesophile---Bacteria-aerobe",0.007573924,0.027363301,"Non-H2S-rich"
"Allobaculum stercoricanis","mesophile---Bacteria-anaerobe",0.014843481,0.030366192,"Non-H2S-rich"
"Bulleidia extructa","mesophile---Bacteria-anaerobe",0.011947275,0.029791771,"Non-H2S-rich"
"Catenibacterium mitsuokai","mesophile---Bacteria-anaerobe",0.014785084,0.03004591,"Non-H2S-rich"
"Holdemania filiformis","mesophile---Bacteria-anaerobe",0.016284372,0.029902197,"Non-H2S-rich"
"Kandleria vitulina","mesophile---Bacteria-anaerobe",0.013477661,0.031644744,"Non-H2S-rich"
"Acetobacterium wieringae","mesophile---Bacteria-anaerobe",0.01418212,0.030175625,"Non-H2S-rich"
"Alkalibacter saccharofermentans","mesophile---Bacteria-anaerobe",0.01169182,0.031211601,"Non-H2S-rich"
"Eubacterium barkeri","mesophile---Bacteria-anaerobe",0.016053091,0.032131784,"Non-H2S-rich"
"Andreesenia angusta","mesophile--alkaliphile-Bacteria-obligate anaerobe",0.010138263,0.029749149,"Non-H2S-rich"
"Holdemanella biformis","mesophile---Bacteria-anaerobe",0.017962183,0.032596753,"Non-H2S-rich"
"Faecalicatena contorta","mesophile--neutrophile-Bacteria-obligate anaerobe",0.017372818,0.033136743,"Non-H2S-rich"
"Faecalitalea cylindroides","mesophile---Bacteria-anaerobe",0.017350518,0.032233942,"Non-H2S-rich"
"Anaerobutyricum hallii","mesophile---Bacteria-anaerobe",0.016252179,0.032156141,"Non-H2S-rich"
"Garciella nitratireducens","thermophile---Bacteria-anaerobe",0.011318846,0.027930062,"Non-H2S-rich"
"Ferrimonas marina","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.012455363,0.026823569,"Non-H2S-rich"
"Cesiribacter andamanensis","mesophile---Bacteria-obligate aerobe",0.009817236,0.023789273,"Non-H2S-rich"
"Aequorivita sublithincola","psychrophiles-moderate_halophile-neutrophile-Bacteria-obligate aerobe",0.008522622,0.024232641,"Non-H2S-rich"
"Algibacter lectus","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.00883569,0.022453031,"Non-H2S-rich"
"Arenibacter latericius","mesophile---Bacteria-obligate aerobe",0.008273007,0.025502183,"Non-H2S-rich"
"Capnocytophaga leadbetteri","mesophile---Bacteria-anaerobe",0.009422959,0.022591558,"Non-H2S-rich"
"Cellulophaga algicola","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.008824592,0.022973818,"Non-H2S-rich"
"Cloacibacterium normanense","mesophile--neutrophile-Bacteria-aerobe",0.008555019,0.023538617,"Non-H2S-rich"
"Dokdonia donghaensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008354338,0.023907768,"Non-H2S-rich"
"Chryseobacterium tenax","mesophile--neutrophile-Bacteria-aerobe",0.008493438,0.02397822,"Non-H2S-rich"
"Flaviramulus basaltis","psychrophiles---Bacteria-obligate aerobe",0.008739586,0.022502601,"Non-H2S-rich"
"Formosa agariphila","psychrophiles-moderate_halophile-neutrophile-Bacteria-aerobe",0.008808882,0.023251318,"Non-H2S-rich"
"Gaetbulibacter saemankumensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009098285,0.023060222,"Non-H2S-rich"
"Aquimarina brevivitae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008731803,0.022189237,"Non-H2S-rich"
"Gillisia limnaea","psychrophiles---Bacteria-aerobe",0.008020884,0.024415334,"Non-H2S-rich"
"Leeuwenhoekiella palythoae","psychrophiles-slight_halophile--Bacteria-aerobe",0.008378946,0.02306331,"Non-H2S-rich"
"Maribacter orientalis","psychrophiles-slight_halophile-alkaliphile-Bacteria-aerobe",0.008395789,0.025745691,"Non-H2S-rich"
"Mesonia algae","psychrophiles-moderate_halophile--Bacteria-obligate aerobe",0.008472089,0.022787569,"Non-H2S-rich"
"Myroides marinus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009345484,0.024808326,"Non-H2S-rich"
"Psychroflexus tropicus","mesophile-moderate_halophile--Bacteria-aerobe",0.007972515,0.023357279,"Non-H2S-rich"
"Robiginitalea myxolifaciens","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.008365235,0.024536757,"Non-H2S-rich"
"Salegentibacter holothuriorum","psychrophiles-slight_halophile--Bacteria-aerobe",0.00797808,0.023633085,"Non-H2S-rich"
"Tenacibaculum mesophilum","mesophile---Bacteria-obligate aerobe",0.009016886,0.02186907,"Non-H2S-rich"
"Ulvibacter antarcticus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008998813,0.024417511,"Non-H2S-rich"
"Zobellia galactanivorans","mesophile---Bacteria-aerobe",0.008943442,0.024544727,"Non-H2S-rich"
"Bizionia argentinensis","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.008516588,0.024652013,"Non-H2S-rich"
"Lutibacter maritimus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008885877,0.022175205,"Non-H2S-rich"
"Mariniflexile fucanivorans","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.009339361,0.023017793,"Non-H2S-rich"
"Nonlabens dokdonensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008272496,0.024715086,"Non-H2S-rich"
"Olleya marilimosa","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.008322952,0.02202919,"Non-H2S-rich"
"Jejuia pallidilutea","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009266862,0.022399476,"Non-H2S-rich"
"Zeaxanthinibacter enoshimensis","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.008814051,0.026494294,"Non-H2S-rich"
"Eudoraea adriatica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008702154,0.025264517,"Non-H2S-rich"
"Zunongwangia profunda","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.008689086,0.024034965,"Non-H2S-rich"
"Joostella marina","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009035798,0.023538564,"Non-H2S-rich"
"Salinimicrobium catena","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.007978477,0.02461838,"Non-H2S-rich"
"Hyunsoonleella jejuensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009305036,0.022966341,"Non-H2S-rich"
"Muriicola jejuensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008387414,0.025935297,"Non-H2S-rich"
"Flagellimonas flava","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008611476,0.024907515,"Non-H2S-rich"
"Pricia antarctica","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.008693991,0.026377295,"Non-H2S-rich"
"Imtechella halotolerans","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008645837,0.025393296,"Non-H2S-rich"
"Francisella hispaniensis","mesophile---Bacteria-aerobe",0.012673188,0.023283167,"Non-H2S-rich"
"Fangia hongkongensis","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.012672519,0.026147503,"Non-H2S-rich"
"Fusobacterium ulcerans","mesophile---Bacteria-anaerobe",0.011154032,0.028363054,"Non-H2S-rich"
"Ilyobacter polytropus","mesophile---Bacteria-anaerobe",0.011020708,0.02855219,"Non-H2S-rich"
"Psychrilyobacter atlanticus","psychrophiles-nonhalophile--Bacteria-anaerobe",0.010340005,0.028583533,"Non-H2S-rich"
"Geopsychrobacter electrodiphilus","psychrophiles---Bacteria-anaerobe",0.015473198,0.02507144,"Non-H2S-rich"
"Geothermobacter ehrlichii","thermophile---Bacteria-anaerobe",0.015707367,0.023158452,"Non-H2S-rich"
"Geobacter metallireducens","mesophile---Bacteria-anaerobe",0.014275343,0.025921758,"Non-H2S-rich"
"Geoalkalibacter ferrihydriticus","mesophile---Bacteria-anaerobe",0.014161532,0.023568346,"Non-H2S-rich"
"Blastococcus aggregatus","mesophile---Bacteria-aerobe",0.008121266,0.01755382,"Non-H2S-rich"
"Geodermatophilus amargosae","mesophile---Bacteria-aerobe",0.008474813,0.016089756,"Non-H2S-rich"
"Modestobacter roseus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.007401771,0.016401998,"Non-H2S-rich"
"Glycomyces arizonensis","mesophile-moderate_halophile--Bacteria-aerobe",0.009023606,0.020274502,"Non-H2S-rich"
"Stackebrandtia nassauensis","mesophile-moderate_halophile--Bacteria-obligate aerobe",0.009257681,0.01994745,"Non-H2S-rich"
"Haloglycomyces albus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.008819285,0.022522484,"Non-H2S-rich"
"Hahella ganghwensis","mesophile-moderate_halophile-neutrophile-Bacteria-obligate aerobe",0.01149108,0.026573948,"Non-H2S-rich"
"Halanaerobium congolense","mesophile---Bacteria-anaerobe",0.008229653,0.024307787,"Non-H2S-rich"
"Halarsenatibacter silvermanii","mesophile---Bacteria-obligate anaerobe",0.010458194,0.026803938,"Non-H2S-rich"
"Halomicrobium mukohataei","mesophile---Archaea-aerobe",0.008759428,0.017880063,"Non-H2S-rich"
"Halorhabdus tiamatea","mesophile-extreme_halophile-neutrophile-Archaea-anaerobe",0.007821016,0.018444213,"Non-H2S-rich"
"Haloterrigena salina","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.008890392,0.017787905,"Non-H2S-rich"
"Natrinema pellirubrum","mesophile---Archaea-obligate aerobe",0.00950324,0.01753279,"Non-H2S-rich"
"Halorubrum lipolyticum","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.007861162,0.016868882,"Non-H2S-rich"
"Natronococcus amylolyticus","mesophile---Archaea-obligate aerobe",0.009045611,0.01778218,"Non-H2S-rich"
"Halalkalicoccus jeotgali","mesophile---Archaea-aerobe",0.009195373,0.01960997,"Non-H2S-rich"
"Halostagnicola larsenii","mesophile-extreme_halophile-neutrophile-Archaea-aerobe",0.008967715,0.018955556,"Non-H2S-rich"
"Haladaptatus cibarius","mesophile-moderate_halophile-neutrophile-Archaea-aerobe",0.009680945,0.021272597,"Non-H2S-rich"
"Halopiger aswanensis","mesophile-extreme_halophile-neutrophile-Archaea-aerobe",0.008697323,0.017625322,"Non-H2S-rich"
"Halogranum salarium","mesophile---Archaea-aerobe",0.008716455,0.019052581,"Non-H2S-rich"
"Halarchaeum acidiphilum","mesophile-extreme_halophile--Archaea-anaerobe",0.009830062,0.016708804,"Non-H2S-rich"
"Acetohalobium arabaticum","mesophile---Bacteria-anaerobe",0.010104464,0.023567672,"Non-H2S-rich"
"Halonatronum saccharophilum","mesophile---Bacteria-anaerobe",0.008408147,0.023118198,"Non-H2S-rich"
"Chromohalobacter canadensis","mesophile---Bacteria-obligate aerobe",0.010828934,0.025807892,"Non-H2S-rich"
"Halotalea alkalilenta","mesophile---Bacteria-obligate aerobe",0.011148293,0.022906079,"Non-H2S-rich"
"Halomonas eurihalina","mesophile---Bacteria-obligate aerobe",0.010977992,0.025696476,"Non-H2S-rich"
"Salinicola salarius","mesophile-moderate_halophile-neutrophile-Bacteria-obligate aerobe",0.010506355,0.025193096,"Non-H2S-rich"
"Kushneria avicenniae","mesophile-moderate_halophile-neutrophile-Bacteria-obligate aerobe",0.011407513,0.028927774,"Non-H2S-rich"
"Helicobacter marmotae","mesophile---Bacteria-anaerobe",0.016459785,0.023917372,"Non-H2S-rich"
"Wolinella succinogenes","mesophile---Bacteria-anaerobe",0.011493716,0.025548436,"Non-H2S-rich"
"Heliophilum fasciatum","mesophile---Bacteria-anaerobe",0.01249627,0.028613742,"Non-H2S-rich"
"Herpetosiphon geysericola","mesophile---Bacteria-aerobe",0.009558858,0.023259257,"Non-H2S-rich"
"Tepidiphilus succinatimandens","thermophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.010801024,0.021958339,"Non-H2S-rich"
"Devosia limi","mesophile--neutrophile-Bacteria-obligate aerobe",0.008104164,0.02675685,"Non-H2S-rich"
"Rhodoplanes elegans","mesophile---Bacteria-anaerobe",0.009655654,0.022780386,"Non-H2S-rich"
"Maritalea myrionectae","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009720664,0.028679514,"Non-H2S-rich"
"Cucumibacter marinus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008503418,0.026574694,"Non-H2S-rich"
"Hirschia baltica","mesophile---Bacteria-aerobe",0.009848446,0.027171928,"Non-H2S-rich"
"Hyphomonas hirschiana","mesophile---Bacteria-obligate aerobe",0.009597243,0.027266391,"Non-H2S-rich"
"Henriciella marina","mesophile---Bacteria-aerobe",0.009577207,0.027232958,"Non-H2S-rich"
"Robiginitomaculum antarcticum","psychrophiles-slight_halophile-neutrophile-Bacteria-aerobe",0.010230069,0.029651623,"Non-H2S-rich"
"Idiomarina loihiensis","mesophile---Bacteria-obligate aerobe",0.010155692,0.025567199,"Non-H2S-rich"
"Aliidiomarina maris","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.010160457,0.026196454,"Non-H2S-rich"
"Intrasporangium chromatireducens","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.008234034,0.019059192,"Non-H2S-rich"
"Janibacter hoylei","mesophile---Bacteria-aerobe",0.00877336,0.018938946,"Non-H2S-rich"
"Knoellia sinensis","mesophile---Bacteria-aerobe",0.007461062,0.020221575,"Non-H2S-rich"
"Ornithinimicrobium humiphilum","mesophile---Bacteria-obligate aerobe",0.007641254,0.018676513,"Non-H2S-rich"
"Oryzihumus leptocrescens","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.008380926,0.018684507,"Non-H2S-rich"
"Serinicoccus marinus","mesophile-slight_halophile-alkaliphile-Bacteria-obligate aerobe",0.009494004,0.018987917,"Non-H2S-rich"
"Terrabacter lapilli","mesophile--alkaliphile-Bacteria-aerobe",0.007897689,0.018483827,"Non-H2S-rich"
"Lapillicoccus jejuensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.007262117,0.015646657,"Non-H2S-rich"
"Kribbia dieselivorans","mesophile---Bacteria-aerobe",0.007509348,0.020779554,"Non-H2S-rich"
"Humibacillus xanthopallidus","mesophile--neutrophile-Bacteria-aerobe",0.007914724,0.018450798,"Non-H2S-rich"
"Marihabitans asiaticum","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.008396489,0.019746868,"Non-H2S-rich"
"Ornithinibacter aureus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008152581,0.01935145,"Non-H2S-rich"
"Jonesia denitrificans","mesophile---Bacteria-anaerobe",0.007958978,0.020627429,"Non-H2S-rich"
"Kineococcus radiotolerans","mesophile---Bacteria-obligate aerobe",0.007476658,0.014504782,"Non-H2S-rich"
"Quadrisphaera granulorum","mesophile--neutrophile-Bacteria-aerobe",0.007655673,0.015628166,"Non-H2S-rich"
"Acetitomaculum ruminis","mesophile---Bacteria-anaerobe",0.014979192,0.029398311,"Non-H2S-rich"
"Butyrivibrio crossotus","mesophile---Bacteria-anaerobe",0.015433095,0.031667466,"Non-H2S-rich"
"Frisingicoccus caecimuris","mesophile---Bacteria-anaerobe",0.016578766,0.034707031,"Non-H2S-rich"
"Dorea formicigenerans","mesophile---Bacteria-anaerobe",0.01659295,0.033442036,"Non-H2S-rich"
"Hespellia stercorisuis","mesophile---Bacteria-anaerobe",0.016301406,0.033477797,"Non-H2S-rich"
"Lachnobacterium bovis","mesophile---Bacteria-anaerobe",0.014859771,0.029152423,"Non-H2S-rich"
"Lachnospira multipara","mesophile---Bacteria-anaerobe",0.014180844,0.028503878,"Non-H2S-rich"
"Oribacterium sinus","mesophile---Bacteria-anaerobe",0.013781019,0.029369237,"Non-H2S-rich"
"Parasporobacterium paucivorans","mesophile---Bacteria-anaerobe",0.015416932,0.031796359,"Non-H2S-rich"
"Pseudobutyrivibrio ruminis","mesophile---Bacteria-anaerobe",0.0152009,0.030999418,"Non-H2S-rich"
